Lat,Lon,Time
39.7324737,-86.2578937,14200
39.7324686,-86.2579036,14300
39.7324633,-86.2579137,14400
39.7324576,-86.2579239,14500
39.7324516,-86.2579344,14600
39.7324454,-86.2579450,14700
39.7324390,-86.2579557,14800
39.7324324,-86.2579669,14900
39.7324256,-86.2579781,15000
39.7324186,-86.2579898,15100
39.7324116,-86.2580017,15200
39.7324045,-86.2580139,15300
39.7323974,-86.2580266,15400
39.7323907,-86.2580391,15500
39.7323845,-86.2580511,15600
39.7323789,-86.2580631,15700
39.7323739,-86.2580746,15800
39.7323695,-86.2580859,15900
39.7323658,-86.2580969,16000
39.7323627,-86.2581074,16100
39.7323604,-86.2581176,16200
39.7323588,-86.2581274,16300
39.7323579,-86.2581366,16400
39.7323576,-86.2581455,16500
39.7323579,-86.2581541,16600
39.7323588,-86.2581628,16700
39.7323603,-86.2581717,16800
39.7323624,-86.2581807,16900
39.7323651,-86.2581897,17000
39.7323684,-86.2581989,17100
39.7323722,-86.2582081,17200
39.7323765,-86.2582173,17300
39.7323812,-86.2582266,17400
39.7323864,-86.2582359,17500
39.7323919,-86.2582452,17600
39.7323979,-86.2582546,17700
39.7324042,-86.2582642,17800
39.7324108,-86.2582738,17900
39.7324176,-86.2582835,18000
39.7324247,-86.2582934,18100
39.7324320,-86.2583034,18200
39.7324395,-86.2583139,18300
39.7324471,-86.2583246,18400
39.7324548,-86.2583356,18500
39.7324622,-86.2583466,18600
39.7324692,-86.2583575,18700
39.7324754,-86.2583680,18800
39.7324812,-86.2583783,18900
39.7324862,-86.2583884,19000
39.7324905,-86.2583983,19100
39.7324942,-86.2584081,19200
39.7324970,-86.2584175,19300
39.7324992,-86.2584265,19400
39.7325006,-86.2584352,19500
39.7325013,-86.2584434,19600
39.7325014,-86.2584515,19700
39.7325010,-86.2584594,19800
39.7324999,-86.2584673,19900
39.7324983,-86.2584755,20000
39.7324961,-86.2584839,20100
39.7324933,-86.2584924,20200
39.7324899,-86.2585010,20300
39.7324862,-86.2585095,20400
39.7324819,-86.2585181,20500
39.7324773,-86.2585268,20600
39.7324722,-86.2585355,20700
39.7324668,-86.2585443,20800
39.7324611,-86.2585532,20900
39.7324550,-86.2585623,21000
39.7324487,-86.2585714,21100
39.7324421,-86.2585807,21200
39.7324353,-86.2585901,21300
39.7324282,-86.2585999,21400
39.7324210,-86.2586099,21500
39.7324137,-86.2586200,21600
39.7324064,-86.2586305,21700
39.7323989,-86.2586416,21800
39.7323918,-86.2586525,21900
39.7323854,-86.2586630,22000
39.7323796,-86.2586733,22100
39.7323743,-86.2586836,22200
39.7323697,-86.2586937,22300
39.7323659,-86.2587033,22400
39.7323627,-86.2587129,22500
39.7323603,-86.2587222,22600
39.7323587,-86.2587310,22700
39.7323577,-86.2587393,22800
39.7323574,-86.2587473,22900
39.7323577,-86.2587550,23000
39.7323586,-86.2587628,23100
39.7323601,-86.2587706,23200
39.7323621,-86.2587785,23300
39.7323647,-86.2587866,23400
39.7323679,-86.2587946,23500
39.7323716,-86.2588028,23600
39.7323758,-86.2588109,23700
39.7323804,-86.2588190,23800
39.7323854,-86.2588272,23900
39.7323908,-86.2588353,24000
39.7323966,-86.2588435,24100
39.7324028,-86.2588519,24200
39.7324093,-86.2588603,24300
39.7324162,-86.2588688,24400
39.7324232,-86.2588774,24500
39.7324305,-86.2588862,24600
39.7324381,-86.2588951,24700
39.7324458,-86.2589042,24800
39.7324538,-86.2589136,24900
39.7324619,-86.2589231,25000
39.7324700,-86.2589330,25100
39.7324783,-86.2589433,25200
39.7324867,-86.2589541,25300
39.7324949,-86.2589652,25400
39.7325024,-86.2589760,25500
39.7325092,-86.2589867,25600
39.7325154,-86.2589973,25700
39.7325210,-86.2590079,25800
39.7325258,-86.2590182,25900
39.7325299,-86.2590284,26000
39.7325332,-86.2590384,26100
39.7325356,-86.2590479,26200
39.7325374,-86.2590571,26300
39.7325388,-86.2590663,26400
39.7325399,-86.2590760,26500
39.7325408,-86.2590859,26600
39.7325416,-86.2590962,26700
39.7325420,-86.2591068,26800
39.7325423,-86.2591179,26900
39.7325423,-86.2591294,27000
39.7325421,-86.2591413,27100
39.7325417,-86.2591533,27200
39.7325409,-86.2591656,27300
39.7325399,-86.2591783,27400
39.7325387,-86.2591913,27500
39.7325371,-86.2592046,27600
39.7325352,-86.2592183,27700
39.7325331,-86.2592323,27800
39.7325306,-86.2592464,27900
39.7325277,-86.2592608,28000
39.7325246,-86.2592754,28100
39.7325211,-86.2592901,28200
39.7325171,-86.2593050,28300
39.7325128,-86.2593203,28400
39.7325080,-86.2593357,28500
39.7325027,-86.2593511,28600
39.7324970,-86.2593665,28700
39.7324908,-86.2593817,28800
39.7324841,-86.2593966,28900
39.7324771,-86.2594107,29000
39.7324700,-86.2594238,29100
39.7324627,-86.2594360,29200
39.7324551,-86.2594475,29300
39.7324471,-86.2594586,29400
39.7324384,-86.2594698,29500
39.7324293,-86.2594809,29600
39.7324198,-86.2594917,29700
39.7324099,-86.2595025,29800
39.7323995,-86.2595130,29900
39.7323888,-86.2595235,30000
39.7323779,-86.2595335,30100
39.7323667,-86.2595433,30200
39.7323554,-86.2595527,30300
39.7323440,-86.2595616,30400
39.7323324,-86.2595702,30500
39.7323210,-86.2595781,30600
39.7323099,-86.2595853,30700
39.7322991,-86.2595918,30800
39.7322886,-86.2595976,30900
39.7322786,-86.2596027,31000
39.7322690,-86.2596071,31100
39.7322595,-86.2596110,31200
39.7322504,-86.2596142,31300
39.7322418,-86.2596167,31400
39.7322336,-86.2596187,31500
39.7322258,-86.2596199,31600
39.7322184,-86.2596207,31700
39.7322114,-86.2596208,31800
39.7322051,-86.2596203,31900
39.7321993,-86.2596194,32000
39.7321941,-86.2596181,32100
39.7321895,-86.2596162,32200
39.7321849,-86.2596136,32300
39.7321802,-86.2596102,32400
39.7321757,-86.2596061,32500
39.7321713,-86.2596013,32600
39.7321669,-86.2595958,32700
39.7321626,-86.2595896,32800
39.7321584,-86.2595828,32900
39.7321543,-86.2595757,33000
39.7321504,-86.2595680,33100
39.7321465,-86.2595599,33200
39.7321426,-86.2595512,33300
39.7321387,-86.2595420,33400
39.7321349,-86.2595325,33500
39.7321312,-86.2595227,33600
39.7321275,-86.2595124,33700
39.7321237,-86.2595018,33800
39.7321199,-86.2594907,33900
39.7321161,-86.2594794,34000
39.7321122,-86.2594675,34100
39.7321082,-86.2594554,34200
39.7321042,-86.2594432,34300
39.7321000,-86.2594306,34400
39.7320955,-86.2594176,34500
39.7320911,-86.2594049,34600
39.7320867,-86.2593931,34700
39.7320823,-86.2593818,34800
39.7320780,-86.2593714,34900
39.7320736,-86.2593617,35000
39.7320692,-86.2593527,35100
39.7320647,-86.2593446,35200
39.7320602,-86.2593373,35300
39.7320556,-86.2593309,35400
39.7320510,-86.2593255,35500
39.7320464,-86.2593212,35600
39.7320420,-86.2593181,35700
39.7320377,-86.2593158,35800
39.7320334,-86.2593144,35900
39.7320292,-86.2593139,36000
39.7320250,-86.2593140,36100
39.7320204,-86.2593149,36200
39.7320158,-86.2593166,36300
39.7320112,-86.2593189,36400
39.7320063,-86.2593218,36500
39.7320015,-86.2593253,36600
39.7319966,-86.2593295,36700
39.7319916,-86.2593341,36800
39.7319865,-86.2593393,36900
39.7319814,-86.2593448,37000
39.7319764,-86.2593507,37100
39.7319711,-86.2593571,37200
39.7319658,-86.2593640,37300
39.7319604,-86.2593711,37400
39.7319549,-86.2593786,37500
39.7319494,-86.2593865,37600
39.7319436,-86.2593947,37700
39.7319378,-86.2594032,37800
39.7319319,-86.2594119,37900
39.7319259,-86.2594208,38000
39.7319196,-86.2594302,38100
39.7319131,-86.2594398,38200
39.7319064,-86.2594496,38300
39.7318996,-86.2594595,38400
39.7318927,-86.2594691,38500
39.7318860,-86.2594782,38600
39.7318794,-86.2594867,38700
39.7318731,-86.2594944,38800
39.7318669,-86.2595015,38900
39.7318610,-86.2595076,39000
39.7318552,-86.2595130,39100
39.7318496,-86.2595177,39200
39.7318442,-86.2595214,39300
39.7318389,-86.2595242,39400
39.7318340,-86.2595261,39500
39.7318293,-86.2595270,39600
39.7318251,-86.2595270,39700
39.7318211,-86.2595262,39800
39.7318175,-86.2595248,39900
39.7318139,-86.2595227,40000
39.7318101,-86.2595200,40100
39.7318064,-86.2595169,40200
39.7318026,-86.2595133,40300
39.7317988,-86.2595091,40400
39.7317950,-86.2595043,40500
39.7317910,-86.2594990,40600
39.7317872,-86.2594935,40700
39.7317834,-86.2594874,40800
39.7317796,-86.2594809,40900
39.7317757,-86.2594739,41000
39.7317718,-86.2594665,41100
39.7317680,-86.2594587,41200
39.7317641,-86.2594505,41300
39.7317603,-86.2594419,41400
39.7317565,-86.2594328,41500
39.7317527,-86.2594236,41600
39.7317490,-86.2594138,41700
39.7317452,-86.2594035,41800
39.7317414,-86.2593929,41900
39.7317377,-86.2593819,42000
39.7317340,-86.2593706,42100
39.7317304,-86.2593587,42200
39.7317267,-86.2593465,42300
39.7317232,-86.2593338,42400
39.7317197,-86.2593208,42500
39.7317163,-86.2593076,42600
39.7317130,-86.2592938,42700
39.7317098,-86.2592795,42800
39.7317067,-86.2592649,42900
39.7317038,-86.2592500,43000
39.7317011,-86.2592347,43100
39.7316986,-86.2592191,43200
39.7316965,-86.2592041,43300
39.7316948,-86.2591897,43400
39.7316935,-86.2591759,43500
39.7316926,-86.2591627,43600
39.7316921,-86.2591501,43700
39.7316921,-86.2591380,43800
39.7316927,-86.2591262,43900
39.7316939,-86.2591145,44000
39.7316957,-86.2591029,44100
39.7316982,-86.2590912,44200
39.7317012,-86.2590796,44300
39.7317047,-86.2590679,44400
39.7317089,-86.2590560,44500
39.7317135,-86.2590440,44600
39.7317185,-86.2590321,44700
39.7317240,-86.2590199,44800
39.7317297,-86.2590076,44900
39.7317356,-86.2589952,45000
39.7317416,-86.2589824,45100
39.7317478,-86.2589692,45200
39.7317539,-86.2589558,45300
39.7317601,-86.2589418,45400
39.7317660,-86.2589274,45500
39.7317718,-86.2589123,45600
39.7317773,-86.2588967,45700
39.7317824,-86.2588807,45800
39.7317871,-86.2588643,45900
39.7317911,-86.2588479,46000
39.7317947,-86.2588313,46100
39.7317978,-86.2588145,46200
39.7318006,-86.2587958,46300
39.7318027,-86.2587780,46400
39.7318045,-86.2587602,46500
39.7318061,-86.2587422,46600
39.7318073,-86.2587242,46700
39.7318084,-86.2587063,46800
39.7318093,-86.2586884,46900
39.7318100,-86.2586705,47000
39.7318106,-86.2586525,47100
39.7318111,-86.2586345,47200
39.7318115,-86.2586166,47300
39.7318119,-86.2585985,47400
39.7318122,-86.2585805,47500
39.7318125,-86.2585623,47600
39.7318127,-86.2585444,47700
39.7318129,-86.2585264,47800
39.7318131,-86.2585082,47900
39.7318133,-86.2584903,48000
39.7318135,-86.2584724,48100
39.7318137,-86.2584543,48200
39.7318140,-86.2584362,48300
39.7318143,-86.2584182,48400
39.7318146,-86.2584002,48500
39.7318151,-86.2583823,48600
39.7318155,-86.2583643,48700
39.7318161,-86.2583463,48800
39.7318167,-86.2583284,48900
39.7318175,-86.2583104,49000
39.7318184,-86.2582924,49100
39.7318194,-86.2582743,49200
39.7318205,-86.2582565,49300
39.7318218,-86.2582385,49400
39.7318233,-86.2582205,49500
39.7318250,-86.2582026,49600
39.7318269,-86.2581848,49700
39.7318291,-86.2581671,49800
39.7318315,-86.2581494,49900
39.7318342,-86.2581318,50000
39.7318373,-86.2581142,50100
39.7318405,-86.2580967,50200
39.7318438,-86.2580790,50300
39.7318472,-86.2580617,50400
39.7318507,-86.2580443,50500
39.7318543,-86.2580268,50600
39.7318580,-86.2580094,50700
39.7318618,-86.2579920,50800
39.7318657,-86.2579747,50900
39.7318696,-86.2579576,51000
39.7318738,-86.2579402,51100
39.7318781,-86.2579230,51200
39.7318825,-86.2579058,51300
39.7318869,-86.2578888,51400
39.7318915,-86.2578719,51500
39.7318963,-86.2578549,51600
39.7319012,-86.2578382,51700
39.7319063,-86.2578215,51800
39.7319115,-86.2578049,51900
39.7319170,-86.2577882,52000
39.7319226,-86.2577717,52100
39.7319284,-86.2577553,52200
39.7319344,-86.2577391,52300
39.7319406,-86.2577231,52400
39.7319471,-86.2577073,52500
39.7319539,-86.2576915,52600
39.7319610,-86.2576759,52700
39.7319684,-86.2576606,52800
39.7319761,-86.2576458,52900
39.7319841,-86.2576312,53000
39.7319925,-86.2576172,53100
39.7320009,-86.2576042,53200
39.7320094,-86.2575922,53300
39.7320179,-86.2575813,53400
39.7320264,-86.2575714,53500
39.7320357,-86.2575617,53600
39.7320455,-86.2575525,53700
39.7320560,-86.2575436,53800
39.7320669,-86.2575353,53900
39.7320784,-86.2575274,54000
39.7320904,-86.2575199,54100
39.7321029,-86.2575129,54200
39.7321159,-86.2575065,54300
39.7321289,-86.2575007,54400
39.7321421,-86.2574956,54500
39.7321554,-86.2574910,54600
39.7321689,-86.2574870,54700
39.7321824,-86.2574836,54800
39.7321960,-86.2574807,54900
39.7322099,-86.2574784,55000
39.7322237,-86.2574767,55100
39.7322375,-86.2574756,55200
39.7322510,-86.2574751,55300
39.7322640,-86.2574752,55400
39.7322765,-86.2574759,55500
39.7322885,-86.2574771,55600
39.7322998,-86.2574788,55700
39.7323107,-86.2574809,55800
39.7323209,-86.2574836,55900
39.7323304,-86.2574866,56000
39.7323392,-86.2574901,56100
39.7323475,-86.2574941,56200
39.7323556,-86.2574988,56300
39.7323638,-86.2575044,56400
39.7323718,-86.2575107,56500
39.7323799,-86.2575178,56600
39.7323879,-86.2575256,56700
39.7323958,-86.2575341,56800
39.7324038,-86.2575433,56900
39.7324116,-86.2575533,57000
39.7324193,-86.2575638,57100
39.7324269,-86.2575751,57200
39.7324344,-86.2575871,57300
39.7324417,-86.2575995,57400
39.7324488,-86.2576126,57500
39.7324557,-86.2576263,57600
39.7324623,-86.2576407,57700
39.7324688,-86.2576557,57800
39.7324746,-86.2576704,57900
39.7324797,-86.2576849,58000
39.7324843,-86.2576991,58100
39.7324882,-86.2577126,58200
39.7324916,-86.2577257,58300
39.7324945,-86.2577382,58400
39.7324968,-86.2577503,58500
39.7324986,-86.2577617,58600
39.7325000,-86.2577727,58700
39.7325009,-86.2577830,58800
39.7325014,-86.2577926,58900
39.7325015,-86.2578014,59000
39.7325009,-86.2578104,59100
39.7324997,-86.2578194,59200
39.7324979,-86.2578289,59300
39.7324956,-86.2578385,59400
39.7324926,-86.2578483,59500
39.7324892,-86.2578582,59600
39.7324853,-86.2578681,59700
39.7324810,-86.2578783,59800
39.7324762,-86.2578885,59900
39.7324711,-86.2578987,60000
39.7324657,-86.2579092,60100
39.7324598,-86.2579199,60200
39.7324538,-86.2579307,60300
39.7324474,-86.2579415,60400
39.7324408,-86.2579528,60500
39.7324340,-86.2579642,60600
39.7324269,-86.2579759,60700
39.7324197,-86.2579879,60800
39.7324125,-86.2580002,60900
39.7324050,-86.2580130,61000
39.7323976,-86.2580261,61100
39.7323906,-86.2580392,61200
39.7323842,-86.2580518,61300
39.7323784,-86.2580642,61400
39.7323732,-86.2580763,61500
39.7323688,-86.2580879,61600
39.7323650,-86.2580993,61700
39.7323621,-86.2581102,61800
39.7323598,-86.2581208,61900
39.7323584,-86.2581308,62000
39.7323577,-86.2581404,62100
39.7323577,-86.2581493,62200
39.7323583,-86.2581582,62300
39.7323595,-86.2581673,62400
39.7323614,-86.2581764,62500
39.7323639,-86.2581858,62600
39.7323670,-86.2581953,62700
39.7323707,-86.2582048,62800
39.7323750,-86.2582142,62900
39.7323797,-86.2582237,63000
39.7323849,-86.2582334,63100
39.7323906,-86.2582431,63200
39.7323967,-86.2582528,63300
39.7324031,-86.2582626,63400
39.7324098,-86.2582724,63500
39.7324169,-86.2582825,63600
39.7324243,-86.2582928,63700
39.7324318,-86.2583032,63800
39.7324395,-86.2583139,63900
39.7324473,-86.2583248,64000
39.7324552,-86.2583362,64100
39.7324629,-86.2583477,64200
39.7324700,-86.2583588,64300
39.7324765,-86.2583699,64400
39.7324823,-86.2583805,64500
39.7324874,-86.2583911,64600
39.7324917,-86.2584014,64700
39.7324952,-86.2584114,64800
39.7324980,-86.2584212,64900
39.7324999,-86.2584305,65000
39.7325010,-86.2584393,65100
39.7325015,-86.2584478,65200
39.7325013,-86.2584559,65300
39.7325004,-86.2584640,65400
39.7324990,-86.2584725,65500
39.7324969,-86.2584810,65600
39.7324942,-86.2584898,65700
39.7324910,-86.2584984,65800
39.7324872,-86.2585073,65900
39.7324829,-86.2585161,66000
39.7324782,-86.2585250,66100
39.7324732,-86.2585339,66200
39.7324677,-86.2585429,66300
39.7324619,-86.2585520,66400
39.7324557,-86.2585612,66500
39.7324492,-86.2585706,66600
39.7324424,-86.2585803,66700
39.7324353,-86.2585901,66800
39.7324280,-86.2586002,66900
39.7324205,-86.2586105,67000
39.7324130,-86.2586211,67100
39.7324052,-86.2586322,67200
39.7323974,-86.2586438,67300
39.7323902,-86.2586550,67400
39.7323837,-86.2586660,67500
39.7323778,-86.2586766,67600
39.7323726,-86.2586872,67700
39.7323681,-86.2586974,67800
39.7323644,-86.2587076,67900
39.7323615,-86.2587174,68000
39.7323594,-86.2587266,68100
39.7323580,-86.2587356,68200
39.7323575,-86.2587441,68300
39.7323575,-86.2587524,68400
39.7323582,-86.2587604,68500
39.7323596,-86.2587684,68600
39.7323615,-86.2587765,68700
39.7323641,-86.2587848,68800
39.7323673,-86.2587933,68900
39.7323711,-86.2588017,69000
39.7323753,-86.2588101,69100
39.7323801,-86.2588186,69200
39.7323853,-86.2588270,69300
39.7323910,-86.2588356,69400
39.7323971,-86.2588442,69500
39.7324035,-86.2588528,69600
39.7324103,-86.2588616,69700
39.7324174,-86.2588704,69800
39.7324247,-86.2588793,69900
39.7324324,-86.2588884,70000
39.7324403,-86.2588977,70100
39.7324485,-86.2589072,70200
39.7324567,-86.2589170,70300
39.7324652,-86.2589271,70400
39.7324738,-86.2589376,70500
39.7324824,-86.2589485,70600
39.7324911,-86.2589600,70700
39.7324992,-86.2589713,70800
39.7325066,-86.2589824,70900
39.7325133,-86.2589935,71000
39.7325193,-86.2590044,71100
39.7325245,-86.2590152,71200
39.7325289,-86.2590259,71300
39.7325325,-86.2590364,71400
39.7325353,-86.2590464,71500
39.7325373,-86.2590562,71600
39.7325387,-86.2590657,71700
39.7325399,-86.2590757,71800
39.7325408,-86.2590859,71900
39.7325416,-86.2590966,72000
39.7325421,-86.2591075,72100
39.7325423,-86.2591189,72200
39.7325423,-86.2591307,72300
39.7325421,-86.2591430,72400
39.7325415,-86.2591557,72500
39.7325407,-86.2591686,72600
39.7325396,-86.2591820,72700
39.7325382,-86.2591956,72800
39.7325365,-86.2592096,72900
39.7325344,-86.2592239,73000
39.7325320,-86.2592383,73100
39.7325293,-86.2592531,73200
39.7325262,-86.2592680,73300
39.7325227,-86.2592832,73400
39.7325188,-86.2592988,73500
39.7325145,-86.2593145,73600
39.7325096,-86.2593305,73700
39.7325044,-86.2593464,73800
39.7324985,-86.2593624,73900
39.7324921,-86.2593785,74000
39.7324852,-86.2593942,74100
39.7324781,-86.2594089,74200
39.7324707,-86.2594226,74300
39.7324632,-86.2594352,74400
39.7324554,-86.2594470,74500
39.7324470,-86.2594586,74600
39.7324381,-86.2594702,74700
39.7324288,-86.2594815,74800
39.7324189,-86.2594927,74900
39.7324086,-86.2595038,75000
39.7323977,-86.2595148,75100
39.7323866,-86.2595255,75200
39.7323753,-86.2595358,75300
39.7323639,-86.2595457,75400
39.7323521,-86.2595553,75500
39.7323402,-86.2595644,75600
39.7323284,-86.2595730,75700
39.7323167,-86.2595809,75800
39.7323053,-86.2595881,75900
39.7322943,-86.2595945,76000
39.7322837,-86.2596002,76100
39.7322733,-86.2596052,76200
39.7322634,-86.2596095,76300
39.7322538,-86.2596131,76400
39.7322447,-86.2596159,76500
39.7322359,-86.2596182,76600
39.7322277,-86.2596197,76700
39.7322200,-86.2596205,76800
39.7322127,-86.2596208,76900
39.7322060,-86.2596204,77000
39.7321998,-86.2596195,77100
39.7321942,-86.2596181,77200
39.7321894,-86.2596162,77300
39.7321847,-86.2596135,77400
39.7321799,-86.2596099,77500
39.7321751,-86.2596054,77600
39.7321705,-86.2596003,77700
39.7321660,-86.2595945,77800
39.7321615,-86.2595880,77900
39.7321572,-86.2595808,78000
39.7321529,-86.2595731,78100
39.7321488,-86.2595648,78200
39.7321447,-86.2595560,78300
39.7321407,-86.2595468,78400
39.7321368,-86.2595372,78500
39.7321328,-86.2595270,78600
39.7321289,-86.2595164,78700
39.7321250,-86.2595056,78800
39.7321211,-86.2594943,78900
39.7321172,-86.2594826,79000
39.7321132,-86.2594705,79100
39.7321091,-86.2594582,79200
39.7321049,-86.2594455,79300
39.7321006,-86.2594325,79400
39.7320960,-86.2594190,79500
39.7320915,-86.2594060,79600
39.7320869,-86.2593937,79700
39.7320824,-86.2593821,79800
39.7320779,-86.2593712,79900
39.7320734,-86.2593611,80000
39.7320688,-86.2593519,80100
39.7320642,-86.2593437,80200
39.7320595,-86.2593362,80300
39.7320548,-86.2593299,80400
39.7320500,-86.2593246,80500
39.7320453,-86.2593204,80600
39.7320406,-86.2593172,80700
39.7320362,-86.2593152,80800
39.7320318,-86.2593141,80900
39.7320273,-86.2593139,81000
39.7320227,-86.2593144,81100
39.7320181,-86.2593157,81200
39.7320131,-86.2593178,81300
39.7320083,-86.2593206,81400
39.7320033,-86.2593240,81500
39.7319983,-86.2593280,81600
39.7319932,-86.2593326,81700
39.7319880,-86.2593377,81800
39.7319829,-86.2593432,81900
39.7319776,-86.2593493,82000
39.7319722,-86.2593557,82100
39.7319668,-86.2593627,82200
39.7319612,-86.2593700,82300
39.7319555,-86.2593778,82400
39.7319498,-86.2593858,82500
39.7319440,-86.2593942,82600
39.7319379,-86.2594030,82700
39.7319318,-86.2594120,82800
39.7319255,-86.2594215,82900
39.7319189,-86.2594313,83000
39.7319122,-86.2594411,83100
39.7319052,-86.2594513,83200
39.7318980,-86.2594617,83300
39.7318908,-86.2594717,83400
39.7318840,-86.2594808,83500
39.7318773,-86.2594893,83600
39.7318708,-86.2594971,83700
39.7318645,-86.2595040,83800
39.7318584,-86.2595101,83900
39.7318524,-86.2595154,84000
39.7318467,-86.2595197,84100
39.7318411,-86.2595231,84200
39.7318359,-86.2595254,84300
39.7318310,-86.2595267,84400
39.7318265,-86.2595271,84500
39.7318223,-86.2595265,84600
39.7318184,-86.2595252,84700
39.7318147,-86.2595232,84800
39.7318108,-86.2595206,84900
39.7318069,-86.2595174,85000
39.7318030,-86.2595137,85100
39.7317991,-86.2595093,85200
39.7317951,-86.2595045,85300
39.7317911,-86.2594991,85400
39.7317872,-86.2594933,85500
39.7317831,-86.2594870,85600
39.7317791,-86.2594801,85700
39.7317751,-86.2594728,85800
39.7317711,-86.2594651,85900
39.7317672,-86.2594570,86000
39.7317632,-86.2594484,86100
39.7317593,-86.2594394,86200
39.7317553,-86.2594300,86300
39.7317513,-86.2594200,86400
39.7317475,-86.2594098,86500
39.7317436,-86.2593991,86600
39.7317397,-86.2593879,86700
39.7317359,-86.2593764,86800
39.7317321,-86.2593644,86900
39.7317284,-86.2593521,87000
39.7317247,-86.2593393,87100
39.7317211,-86.2593262,87200
39.7317176,-86.2593126,87300
